"surveyTargetID"	"surveyID"	"surveyTargetType"	"surveyTargetValue"	"includeOrExclude"	"isSurveyTargetFullyReported"
"P161.2A_landCover"	"P161.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P161.2B_landCover"	"P161.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P162.1A_landCover"	"P162.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P162.1B_landCover"	"P162.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P310.2A_landCover"	"P310.2A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P310.2B_landCover"	"P310.2B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P162.2A_landCover"	"P162.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P162.2B_landCover"	"P162.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P322.1A_landCover"	"P322.1A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P322.1B_landCover"	"P322.1B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P164.1A_landCover"	"P164.1A"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P164.1B_landCover"	"P164.1B"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P164.2A_landCover"	"P164.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"include"	"false"
"P164.2B_landCover"	"P164.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"include"	"false"
"P166.1A_landCover"	"P166.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P166.1B_landCover"	"P166.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P195.2A_landCover"	"P195.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P195.2B_landCover"	"P195.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P166.2A_landCover"	"P166.2A"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P166.2B_landCover"	"P166.2B"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P168.1A_landCover"	"P168.1A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P168.1B_landCover"	"P168.1B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P237.1A_landCover"	"P237.1A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P237.1B_landCover"	"P237.1B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P168.2A_landCover"	"P168.2A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P168.2B_landCover"	"P168.2B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P237.2A_landCover"	"P237.2A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P237.2B_landCover"	"P237.2B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P169.1A_landCover"	"P169.1A"	"landCover"	"land cover: wet | subland cover: meadow, marsh"	"include"	"false"
"P169.1B_landCover"	"P169.1B"	"landCover"	"land cover: wet | subland cover: meadow, marsh"	"include"	"false"
"P229.1A_landCover"	"P229.1A"	"landCover"	"land cover: wet | subland cover: meadow, marsh"	"include"	"false"
"P229.1B_landCover"	"P229.1B"	"landCover"	"land cover: wet | subland cover: meadow, marsh"	"include"	"false"
"P169.2A_landCover"	"P169.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P169.2B_landCover"	"P169.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P170.1A_landCover"	"P170.1A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"include"	"false"
"P170.1B_landCover"	"P170.1B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"include"	"false"
"P170.2A_landCover"	"P170.2A"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P170.2B_landCover"	"P170.2B"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P215.1A_landCover"	"P215.1A"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P215.1B_landCover"	"P215.1B"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P171.1A_landCover"	"P171.1A"	"landCover"	"land cover: wet | subland cover: meadow"	"include"	"false"
"P171.1B_landCover"	"P171.1B"	"landCover"	"land cover: wet | subland cover: meadow"	"include"	"false"
"P171.2A_landCover"	"P171.2A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P171.2B_landCover"	"P171.2B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P172.1A_landCover"	"P172.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P172.1B_landCover"	"P172.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P274.1A_landCover"	"P274.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P274.1B_landCover"	"P274.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P172.2A_landCover"	"P172.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P172.2B_landCover"	"P172.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P274.2A_landCover"	"P274.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P274.2B_landCover"	"P274.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P173.1A_landCover"	"P173.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P173.1B_landCover"	"P173.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P173.2A_landCover"	"P173.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P173.2B_landCover"	"P173.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P174.1A_landCover"	"P174.1A"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P174.1B_landCover"	"P174.1B"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P268.2A_landCover"	"P268.2A"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P268.2B_landCover"	"P268.2B"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P174.2A_landCover"	"P174.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P174.2B_landCover"	"P174.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P175.1A_landCover"	"P175.1A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P175.1B_landCover"	"P175.1B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P296.1A_landCover"	"P296.1A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P296.1B_landCover"	"P296.1B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P175.2A_landCover"	"P175.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P175.2B_landCover"	"P175.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P176.1A_landCover"	"P176.1A"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P176.1B_landCover"	"P176.1B"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P176.2A_landCover"	"P176.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P176.2B_landCover"	"P176.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P177.1A_landCover"	"P177.1A"	"landCover"	"land cover: wet, agriculture | subland cover: marsh, intensive agriculture, extensive agriculture, semi-intensive agriculture"	"include"	"false"
"P177.1B_landCover"	"P177.1B"	"landCover"	"land cover: wet, agriculture | subland cover: marsh, intensive agriculture, extensive agriculture, semi-intensive agriculture"	"include"	"false"
"P177.2A_landCover"	"P177.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P177.2B_landCover"	"P177.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P312.1A_landCover"	"P312.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P312.1B_landCover"	"P312.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P178.1A_landCover"	"P178.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P178.1B_landCover"	"P178.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P178.2A_landCover"	"P178.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P178.2B_landCover"	"P178.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P293.2A_landCover"	"P293.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P293.2B_landCover"	"P293.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P179.1A_landCover"	"P179.1A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P179.1B_landCover"	"P179.1B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P179.2A_landCover"	"P179.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P179.2B_landCover"	"P179.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P180.1A_landCover"	"P180.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P180.1B_landCover"	"P180.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P285.1A_landCover"	"P285.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P285.1B_landCover"	"P285.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P180.2A_landCover"	"P180.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P180.2B_landCover"	"P180.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P285.2A_landCover"	"P285.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P285.2B_landCover"	"P285.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P181.1A_landCover"	"P181.1A"	"landCover"	"land cover: wet | subland cover: marsh, lake"	"include"	"false"
"P181.1B_landCover"	"P181.1B"	"landCover"	"land cover: wet | subland cover: marsh, lake"	"include"	"false"
"P259.1A_landCover"	"P259.1A"	"landCover"	"land cover: wet | subland cover: marsh, lake"	"include"	"false"
"P259.1B_landCover"	"P259.1B"	"landCover"	"land cover: wet | subland cover: marsh, lake"	"include"	"false"
"P181.2A_landCover"	"P181.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P181.2B_landCover"	"P181.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P259.2A_landCover"	"P259.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P259.2B_landCover"	"P259.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P182.1A_landCover"	"P182.1A"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P182.1B_landCover"	"P182.1B"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P182.2A_landCover"	"P182.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P182.2B_landCover"	"P182.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P183.1A_landCover"	"P183.1A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P183.1B_landCover"	"P183.1B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P183.2A_landCover"	"P183.2A"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P183.2B_landCover"	"P183.2B"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P254.2A_landCover"	"P254.2A"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P254.2B_landCover"	"P254.2B"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P184.1A_landCover"	"P184.1A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P184.1B_landCover"	"P184.1B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P184.2A_landCover"	"P184.2A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P184.2B_landCover"	"P184.2B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P235.1A_landCover"	"P235.1A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P235.1B_landCover"	"P235.1B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P185.1A_landCover"	"P185.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P185.1B_landCover"	"P185.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P325.1A_landCover"	"P325.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P325.1B_landCover"	"P325.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P185.2A_landCover"	"P185.2A"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P185.2B_landCover"	"P185.2B"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P186.1A_landCover"	"P186.1A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P186.1B_landCover"	"P186.1B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P223.1A_landCover"	"P223.1A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P223.1B_landCover"	"P223.1B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"	"include"	"false"
"P186.2A_landCover"	"P186.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P186.2B_landCover"	"P186.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P223.2A_landCover"	"P223.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P223.2B_landCover"	"P223.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P187.1A_landCover"	"P187.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P187.1B_landCover"	"P187.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P187.2A_landCover"	"P187.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P187.2B_landCover"	"P187.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P379.1A_landCover"	"P379.1A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P379.1B_landCover"	"P379.1B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P188.1A_landCover"	"P188.1A"	"landCover"	"land cover: wet | subland cover: beach meadow, marsh, meadow, lake"	"include"	"false"
"P188.1B_landCover"	"P188.1B"	"landCover"	"land cover: wet | subland cover: beach meadow, marsh, meadow, lake"	"include"	"false"
"P188.2A_landCover"	"P188.2A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P188.2B_landCover"	"P188.2B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P189.1A_landCover"	"P189.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P189.1B_landCover"	"P189.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P189.2A_landCover"	"P189.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P189.2B_landCover"	"P189.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P211.2A_landCover"	"P211.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P211.2B_landCover"	"P211.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P190.1A_landCover"	"P190.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P190.1B_landCover"	"P190.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P215.2A_landCover"	"P215.2A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P215.2B_landCover"	"P215.2B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P190.2A_landCover"	"P190.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P190.2B_landCover"	"P190.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P191.1A_landCover"	"P191.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P191.1B_landCover"	"P191.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P192.1A_landCover"	"P192.1A"	"landCover"	"land cover: NA | subland cover: NA"	"include"	"false"
"P192.1B_landCover"	"P192.1B"	"landCover"	"land cover: NA | subland cover: NA"	"include"	"false"
"P266.1A_landCover"	"P266.1A"	"landCover"	"land cover: wet, agriculture | subland cover: marsh, lake, intensive agriculture"	"include"	"false"
"P266.1B_landCover"	"P266.1B"	"landCover"	"land cover: wet, agriculture | subland cover: marsh, lake, intensive agriculture"	"include"	"false"
"P192.2A_landCover"	"P192.2A"	"landCover"	"land cover: NA | subland cover: NA"	"include"	"false"
"P192.2B_landCover"	"P192.2B"	"landCover"	"land cover: NA | subland cover: NA"	"include"	"false"
"P266.2A_landCover"	"P266.2A"	"landCover"	"land cover: forest, wet | subland cover: marsh, beach meadow"	"include"	"false"
"P266.2B_landCover"	"P266.2B"	"landCover"	"land cover: forest, wet | subland cover: marsh, beach meadow"	"include"	"false"
"P198.2A_landCover"	"P198.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P198.2B_landCover"	"P198.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P201.2A_landCover"	"P201.2A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P201.2B_landCover"	"P201.2B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P212.2A_landCover"	"P212.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P212.2B_landCover"	"P212.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P219.1A_landCover"	"P219.1A"	"landCover"	"land cover: wet | subland cover: marsh, lake"	"include"	"false"
"P219.1B_landCover"	"P219.1B"	"landCover"	"land cover: wet | subland cover: marsh, lake"	"include"	"false"
"P219.2A_landCover"	"P219.2A"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P219.2B_landCover"	"P219.2B"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P231.2A_landCover"	"P231.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P231.2B_landCover"	"P231.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P232.2A_landCover"	"P232.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"include"	"false"
"P232.2B_landCover"	"P232.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"include"	"false"
"P235.2A_landCover"	"P235.2A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P235.2B_landCover"	"P235.2B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P238.2A_landCover"	"P238.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P238.2B_landCover"	"P238.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P242.2A_landCover"	"P242.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P242.2B_landCover"	"P242.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P243.2A_landCover"	"P243.2A"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P243.2B_landCover"	"P243.2B"	"landCover"	"land cover: dry | subland cover: moor, pasture"	"include"	"false"
"P246.1A_landCover"	"P246.1A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"include"	"false"
"P246.1B_landCover"	"P246.1B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"include"	"false"
"P246.2A_landCover"	"P246.2A"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P246.2B_landCover"	"P246.2B"	"landCover"	"land cover: dry | subland cover: pasture"	"include"	"false"
"P260.1A_landCover"	"P260.1A"	"landCover"	"land cover: wet | subland cover: marsh"	"include"	"false"
"P260.1B_landCover"	"P260.1B"	"landCover"	"land cover: wet | subland cover: marsh"	"include"	"false"
"P260.2A_landCover"	"P260.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P260.2B_landCover"	"P260.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P265.2A_landCover"	"P265.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P265.2B_landCover"	"P265.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P269.2A_landCover"	"P269.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P269.2B_landCover"	"P269.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P271.1A_landCover"	"P271.1A"	"landCover"	"land cover: agriculture | subland cover: forest"	"include"	"false"
"P271.1B_landCover"	"P271.1B"	"landCover"	"land cover: agriculture | subland cover: forest"	"include"	"false"
"P271.2A_landCover"	"P271.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P271.2B_landCover"	"P271.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P272.2A_landCover"	"P272.2A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P272.2B_landCover"	"P272.2B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P283.2A_landCover"	"P283.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P283.2B_landCover"	"P283.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture"	"include"	"false"
"P288.2A_landCover"	"P288.2A"	"landCover"	"land cover: forest, dry | subland cover: pasture"	"include"	"false"
"P288.2B_landCover"	"P288.2B"	"landCover"	"land cover: forest, dry | subland cover: pasture"	"include"	"false"
"P295.2A_landCover"	"P295.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P295.2B_landCover"	"P295.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P296.2A_landCover"	"P296.2A"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P296.2B_landCover"	"P296.2B"	"landCover"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P301.2A_landCover"	"P301.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P301.2B_landCover"	"P301.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh, lake"	"include"	"false"
"P305.2A_landCover"	"P305.2A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P305.2B_landCover"	"P305.2B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P306.1A_landCover"	"P306.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P306.1B_landCover"	"P306.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P306.2A_landCover"	"P306.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P306.2B_landCover"	"P306.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P309.2A_landCover"	"P309.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P309.2B_landCover"	"P309.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P312.2A_landCover"	"P312.2A"	"landCover"	"land cover: wet, agriculture | subland cover: marsh, intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P312.2B_landCover"	"P312.2B"	"landCover"	"land cover: wet, agriculture | subland cover: marsh, intensive agriculture, semi-intensive agriculture, extensive agriculture"	"include"	"false"
"P314.1A_landCover"	"P314.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P314.1B_landCover"	"P314.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P314.2A_landCover"	"P314.2A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P314.2B_landCover"	"P314.2B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P315.1A_landCover"	"P315.1A"	"landCover"	"land cover: wet | subland cover: meadow, lake"	"include"	"false"
"P315.1B_landCover"	"P315.1B"	"landCover"	"land cover: wet | subland cover: meadow, lake"	"include"	"false"
"P316.1A_landCover"	"P316.1A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P316.1B_landCover"	"P316.1B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P316.2A_landCover"	"P316.2A"	"landCover"	"land cover: wet | subland cover: meadow, marsh"	"include"	"false"
"P316.2B_landCover"	"P316.2B"	"landCover"	"land cover: wet | subland cover: meadow, marsh"	"include"	"false"
"P317.1A_landCover"	"P317.1A"	"landCover"	"land cover: wet | subland cover: meadow, beach meadow, marsh"	"include"	"false"
"P317.1B_landCover"	"P317.1B"	"landCover"	"land cover: wet | subland cover: meadow, beach meadow, marsh"	"include"	"false"
"P317.2A_landCover"	"P317.2A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P317.2B_landCover"	"P317.2B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P318.1A_landCover"	"P318.1A"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P318.1B_landCover"	"P318.1B"	"landCover"	"land cover: dry | subland cover: moor"	"include"	"false"
"P319.1A_landCover"	"P319.1A"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P319.1B_landCover"	"P319.1B"	"landCover"	"land cover: urban | subland cover: NA"	"include"	"false"
"P319.2A_landCover"	"P319.2A"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
"P319.2B_landCover"	"P319.2B"	"landCover"	"land cover: forest | subland cover: NA"	"include"	"false"
