occurrence_id	event_id	survey_target_id	recorded_by	recorded_by_id	organism_quantity	organism_quantity_type	sex	life_stage	reproductive_condition	caste	behavior	vitality	establishment_means	degree_of_establishment	pathway	occurrence_status	occurrence_references	information_withheld	data_generalizations	occurrence_remarks	organism_id	organism_scope	organism_name	organism_remarks	verbatim_identification	taxon_formula	identified_by	identified_by_id	date_identified	identification_references	identification_verification_status	identificationremarks	taxon_id	higher_classification_name	higher_classification_rank	scientific_name	taxon_rank	taxon_remarks
https://inaturalist.org/observations/1782033	9da7d6ee-cd01-477e-8efe-f9dfb1c36255		David Kaposi	109975									wild			detected						multicellular organism			Anna's Hummingbird	A								Animalia	kingdom	Calypte anna		
https://inaturalist.org/observations/1784617	487dda55-d6ea-4b62-be41-77cba8cfa6eb		David Kaposi	109975									wild			detected						multicellular organism			tree tobacco	A								Plantae	kingdom	Nicotiana glauca		
https://inaturalist.org/observations/3069262	114c5b94-4862-4b09-aa22-88c78325162a		David Kaposi	109975									wild			detected						multicellular organism			Checkered White	A								Animalia	kingdom	Pontia protodice		
https://inaturalist.org/observations/3069266	72aaf32a-c8e3-4692-8f08-cbfeff8c057e		David Kaposi	109975									wild			detected						multicellular organism			Gray Hairstreak	A								Animalia	kingdom	Strymon melinus		
https://inaturalist.org/observations/3073482	abb76732-2cc6-4199-a4f3-9ff3ab42941b		David Kaposi	109975									wild			detected						multicellular organism			Duskywings	A								Plantae	kingdom	Encelia californica		
https://inaturalist.org/observations/3687769	624df93b-172a-415a-a325-d2fe559f0a2e		Jesse Rorabaugh	52839									wild			detected						multicellular organism			Sonoran Bumble Bee	A								Animalia	kingdom	Bombus sonorus		
https://inaturalist.org/observations/4639045	d2349a73-b770-4909-a9f1-8f48e301605b		Rosalind Helfand	121050									wild			detected						multicellular organism			Cloudless Sulphur	A								Animalia	kingdom	Phoebis sennae		
https://inaturalist.org/observations/4995616	7b9bd25c-2502-44e4-88ec-b922127be84f		Rosalind Helfand	121050									wild			detected				Looks like a female Anna's Hummingbird in the side gardens at Grand Park as people came through for Women's March L.A.!		multicellular organism			Anna's Hummingbird	A								Animalia	kingdom	Calypte anna		
https://inaturalist.org/observations/6159394	0fe77917-b63e-4e2b-89ac-df29134ec58b		David Kaposi	109975									wild			detected						multicellular organism			Buckwheat Root Borer	A								Animalia	kingdom	Synanthedon polygoni		
https://inaturalist.org/observations/6166211	7c4a23c7-c318-4f9d-834f-f3dbcd700284		David Kaposi	109975									wild			detected						multicellular organism			Bernardino Blue	A								Animalia	kingdom	Euphilotes bernardino		
https://inaturalist.org/observations/12240678	d8aefedc-9f95-455c-96ce-03b380f7792d		Rosalind Helfand	121050									wild			detected						multicellular organism			Valley Carpenter Bee	A								Animalia	kingdom	Xylocopa sonorina		
https://inaturalist.org/observations/12242261	bb9d2c43-be39-4ed8-b2be-859aaec2ab8f		Rosalind Helfand	121050									wild			detected						multicellular organism			Gray Buckeye	A								Animalia	kingdom	Junonia grisea		
https://inaturalist.org/observations/13762822	eba7da9c-d737-4f63-ba9d-78999811423f		Rosalind Helfand	121050									wild			detected						multicellular organism			Van Dyke's Bumble Bee	A								Animalia	kingdom	Bombus vandykei		
https://inaturalist.org/observations/15384206	2aefa2d7-8253-43b1-8ee6-8302692c7506		David Kaposi	109975									wild			detected				Gray Hairstreak previously submitted		multicellular organism			California Buckwheat	A								Plantae	kingdom	Eriogonum fasciculatum		
https://inaturalist.org/observations/16395158	07137364-715a-4f69-bcc0-6cdefd7e808c		Rosalind Helfand	121050									wild			detected						multicellular organism			Gulf Fritillary	A								Animalia	kingdom	Dione vanillae		
https://inaturalist.org/observations/16581786	7bd7a183-9537-46ca-98cf-270aaf4e2aac		Rosalind Helfand	121050									wild			detected				At Rose Hills Cemetery.		multicellular organism			Fiery Skipper	A								Animalia	kingdom	Hylephila phyleus		
https://inaturalist.org/observations/20211337	e4402a96-daca-4f90-a839-71af6ab70606			266196									wild			detected						multicellular organism			San Clemente Island triteleia	A								Plantae	kingdom	Triteleia clementina		
https://inaturalist.org/observations/21130200	ee4a0d52-8393-48a5-9847-92fce36bb7c8			1520013									wild			detected				On Hummingbird Sage- Salvia spathacea		multicellular organism			Allen's Hummingbird	A								Animalia	kingdom	Selasphorus sasin		
https://inaturalist.org/observations/21230655	6927f1d9-6842-41c2-83f8-417530e3abda		Casey H. Richart	34488									wild			detected				Beat sheet 1.2		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21230656	e3633871-c05c-4d5d-92db-326d9a0ff5b1		Casey H. Richart	34488									wild			detected				Beat sheet 1.3		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21230791	2317edf0-422c-4e00-83b6-ad596759c749		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/21230828	d1013f3f-ef67-4f0a-a642-ae9f9e5f194d		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			California brittlebush	A								Plantae	kingdom	Encelia californica		
https://inaturalist.org/observations/21230894	f95c9201-8fd6-4460-81e1-b2d7502c6336		Casey H. Richart	34488									wild			detected				Add to pollinators project | from eventID BS-012		multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21231224	4e01a2c4-4c34-4bce-a93a-3d6841c095bc		Casey H. Richart	34488									wild			detected				Beat sheet 5.1, add to pollinators project		multicellular organism			Sharp-toothed Sanicle	A								Plantae	kingdom	Sanicula arguta		
https://inaturalist.org/observations/21231300	cf675e87-78c2-4801-8176-40db12b8edb4		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Sharp-toothed Sanicle	A								Plantae	kingdom	Sanicula arguta		
https://inaturalist.org/observations/21231360	c9747d83-d968-403c-b194-583b9c0c8002		Casey H. Richart	34488									wild			detected				Plant, add to pollinators project		multicellular organism			Sharp-toothed Sanicle	A								Plantae	kingdom	Sanicula arguta		
https://inaturalist.org/observations/21408606	2fe08d0a-11e7-47cf-93eb-a39023727fbb		Sula Vanderplank	246499									wild			detected						multicellular organism			White-bowed Smoothwing	A								Animalia	kingdom	Scaeva affinis		
https://inaturalist.org/observations/21829586	cc571c94-08c6-4067-aa1d-0c2de4b3e7c3		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			San Clemente Island milkvetch	A								Plantae	kingdom	Astragalus nevinii		
https://inaturalist.org/observations/21830126	9114de29-7531-460a-9b67-3a719465208c		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			common yarrow	A								Plantae	kingdom	Achillea millefolium		
https://inaturalist.org/observations/21830225	16830b69-0c94-49d6-8b5d-8e1fb4ccbb7b		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21830227	ee436c44-ee77-4eb8-9872-41c8fa917a2b		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			common yarrow	A								Plantae	kingdom	Achillea millefolium		
https://inaturalist.org/observations/21830343	3b1e91ab-4f03-4059-874d-56a3ef1ff60d		Casey H. Richart	34488									wild			detected				BS5.3b		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21830467	75cbcb52-fd08-4ec6-b5c5-8e3f37ebecd8		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			California brittlebush	A								Plantae	kingdom	Encelia californica		
https://inaturalist.org/observations/21830553	ae3167c7-46c5-4d54-b6c1-e8cacfc6ff30		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Large-tailed Aphideater	A								Animalia	kingdom	Eupeodes volucris		
https://inaturalist.org/observations/21830569	ea14dcbb-cf55-409c-a75d-f42150ad1281		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/21830573	5815838e-63e1-4cc2-920c-cc7f11ac5de8		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21830578	5d3ebe3e-f4b5-4751-bce9-d05a24a1f22e		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21830589	61d97ba6-2fdb-4ddc-b9a9-11feb86ad8ea		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21830673	ca0844e0-a738-42bc-9051-a6227ab8cb54		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/21830698	2c314c7f-9521-46be-9249-4db09d880367		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			California brittlebush	A								Plantae	kingdom	Encelia californica		
https://inaturalist.org/observations/21830707	61dc9a30-a512-4bb7-9281-d61463b7dec6		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			California Mountain-Digger Bee	A								Animalia	kingdom	Habropoda depressa		
https://inaturalist.org/observations/21830717	769b1186-7f6e-455f-b408-0e53626d2b7f		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			San Clemente Island paintbrush	A								Plantae	kingdom	Castilleja grisea		
https://inaturalist.org/observations/21830798	201a6e10-cd32-4b73-832c-f0d47be47047		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			tidy tips	A								Plantae	kingdom	Layia platyglossa		
https://inaturalist.org/observations/21831083	39353b05-d7d4-4363-8fed-e178898799a8		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			many-flowered phacelia	A								Plantae	kingdom	Phacelia floribunda		
https://inaturalist.org/observations/21831093	ba177142-0ca5-4731-a5f7-7e2ac95b21de		Casey H. Richart	34488									wild			detected						multicellular organism			Large-tailed Aphideater	A								Animalia	kingdom	Eupeodes volucris		
https://inaturalist.org/observations/21832623	ee29212c-73ef-4865-b63d-737c6a91053b		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Anthidium collectum	A								Animalia	kingdom	Anthidium collectum		
https://inaturalist.org/observations/21832630	77bf65b3-1594-43ca-abc8-e300b3c2edf7		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Acmispon argophyllus argenteus	A								Plantae	kingdom	Acmispon argophyllus argenteus		
https://inaturalist.org/observations/21832683	4c03adfb-b7a8-4679-9fa4-8cfc4faee287		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21832844	681248f1-9658-4dc3-a1ca-2838143aeebe		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21832858	be737e79-fb77-409f-ba85-285ffc4d2ff4		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21832904	66030bf8-6475-47b4-a732-a45f8477909e		Casey H. Richart	34488									wild			detected				BS9.4a		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21832908	9e6f7ccb-0fa1-4c8a-877b-6aca56efdf8b		Casey H. Richart	34488									wild			detected				BS9.4b		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/21833125	e87d5c51-8748-4f4f-9fab-d8d6e8b116e7		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum marginatum	A								Animalia	kingdom	Copestylum marginatum		
https://inaturalist.org/observations/21833136	83c6af1f-f650-428f-b8fa-21d383ff7131		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21833141	d64cc522-8127-4ad7-8a35-daa090eb1343		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/21833325	551a887f-4c1c-4b74-b765-b4e64c7c2f49		Casey H. Richart	34488									wild			detected				Add to pollinators project		multicellular organism			leafy malacothrix	A								Plantae	kingdom	Malacothrix foliosa foliosa		
https://inaturalist.org/observations/21922014	bf7fbd8e-c461-455d-a799-ef6c41732251		Cedric Lee	12809									wild			detected						multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21922016	e6d6c696-0f57-4462-8b7e-cb6fcc1e90bd		Cedric Lee	12809									wild			detected						multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21922025	d206c2f0-0d17-4d72-b487-f7a1d442e8a6		Cedric Lee	12809									wild			detected						multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21922029	e13f7332-15ea-4891-afdd-09355d57e2fb		Cedric Lee	12809									wild			detected						multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21922031	98abb3f3-c2fc-4055-9502-285ec3a0e631		Cedric Lee	12809									wild			detected						multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/21922042	bea92360-9b79-4f1c-8d87-5f3ac68c89b5		Cedric Lee	12809									wild			detected						multicellular organism			Copestylum lentum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21922050	4cee51b9-567f-409d-ae44-ed5576eb7c96		Cedric Lee	12809									wild			detected						multicellular organism			Nausigaster unimaculata	A								Animalia	kingdom	Nausigaster unimaculata		
https://inaturalist.org/observations/21922052	8ec20baf-4123-42b3-8369-40215562ed12		Cedric Lee	12809									wild			detected						multicellular organism			Anthidium collectum	A								Animalia	kingdom	Anthidium collectum		
https://inaturalist.org/observations/21922053	4a9c10a5-1b09-498d-ad97-9a4cccbd677a		Cedric Lee	12809									wild			detected						multicellular organism			Golden Yarrow	A								Plantae	kingdom	Eriophyllum confertiflorum		
https://inaturalist.org/observations/21922054	1dbff054-763e-4243-b51a-3217ef39a94b		Cedric Lee	12809									wild			detected						multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/21922056	2476c776-7793-49b8-854c-a0b42519fe86		Cedric Lee	12809									wild			detected						multicellular organism			Copestylum marginatum	A								Animalia	kingdom	Copestylum lentum		
https://inaturalist.org/observations/21922058	57660145-1d8c-4bce-a213-aec352c88df8		Cedric Lee	12809									wild			detected						multicellular organism			Lemonade Berry	A								Plantae	kingdom	Rhus integrifolia		
https://inaturalist.org/observations/21922062	bddf9132-a467-404b-82b9-f493dc159712		Cedric Lee	12809									wild			detected						multicellular organism			Acmispon argophyllus argenteus	A								Plantae	kingdom	Acmispon argophyllus argenteus		
https://inaturalist.org/observations/21922064	5e0e3a07-0dd0-4761-81aa-2c8c09f881d8		Cedric Lee	12809									wild			detected						multicellular organism			San Clemente Island Bush-Mallow	A								Plantae	kingdom	Malacothamnus clementinus		
https://inaturalist.org/observations/21922871	9120fd2a-cbd5-4a85-b7d9-24b9ba7966c8		Cedric Lee	12809									wild			detected						multicellular organism			Common Yarrow	A								Plantae	kingdom	Achillea millefolium		
https://inaturalist.org/observations/21923258	297ea501-302a-4748-8d26-c828c6134335		Cedric Lee	12809									wild			detected						multicellular organism			Silver Bird's-foot Trefoil	A								Plantae	kingdom	Acmispon argophyllus		
https://inaturalist.org/observations/22216772	cdd44d0a-32f8-4f02-ba99-d3a04464f85c		Jenny Hazlehurst	513070									wild			detected						multicellular organism			Mournful Duskywing	A								Animalia	kingdom	Erynnis tristis		
https://inaturalist.org/observations/22388078	36c1232e-f179-4e68-aa8c-0f0c468d0baa		Jenny Hazlehurst	513070									wild			detected						multicellular organism			Alfalfa Looper	A								Animalia	kingdom	Autographa californica		
https://inaturalist.org/observations/22388125	cbc0f48f-7ce4-41c9-9f71-514b59b51d10		Jenny Hazlehurst	513070									wild			detected						multicellular organism			san clemente island larkspur	A								Plantae	kingdom	Delphinium variegatum kinkiense		
https://inaturalist.org/observations/22446703	8e3f9a5c-cab4-40ba-a1b1-78ffad1d59c5		Demi Eslava	1577275									wild			detected				Senecio		multicellular organism			island senecio	A								Plantae	kingdom	Senecio lyonii		
https://inaturalist.org/observations/22446730	c726eded-11fd-488f-8552-c55f5bc481d0		Demi Eslava	1577275									wild			detected				Senecio pollinator		multicellular organism			Copestylum marginatum	A								Animalia	kingdom	Copestylum marginatum		
https://inaturalist.org/observations/22446743	f431b7ac-448f-4087-9137-a1c1ad3d789f		Demi Eslava	1577275									wild			detected				Senecio pollinators		multicellular organism			Yellow-spotted Bromeliad Fly	A								Animalia	kingdom	Copestylum avidum		
https://inaturalist.org/observations/22446771	c63928b6-68ac-4562-b2b6-9251d4330b11		Demi Eslava	1577275									wild			detected				BS8.7 bluedick flowers 		multicellular organism			Copestylum marginatum	A								Animalia	kingdom	Copestylum marginatum		
https://inaturalist.org/observations/22446828	8f659d15-aed4-44f5-a820-39e0e8ae1589		Demi Eslava	1577275									wild			detected				Bluedick flower 		multicellular organism			Dipterostemon capitatus	A								Plantae	kingdom	Dipterostemon capitatus		
https://inaturalist.org/observations/22498022	76f9a3bd-e785-4dc0-b242-b8507ec76fa9		Demi Eslava	1577275									wild			detected				San Clemente Island Indian Paintbrush		multicellular organism			San Clemente Island paintbrush	A								Plantae	kingdom	Castilleja grisea		
https://inaturalist.org/observations/22498042	3ffc7af7-aa0a-494b-b0ca-cce7ad28b902		Demi Eslava	1577275									wild			detected				Hummingbird 		multicellular organism			Anna's Hummingbird	A								Animalia	kingdom	Calypte anna		
https://inaturalist.org/observations/22664221	11722006-3f33-4130-9712-70c2f8bd6e2b		Demi Eslava	1577275									wild			detected						multicellular organism			Anthidium collectum	A								Animalia	kingdom	Anthidium collectum		
https://inaturalist.org/observations/22664243	21eef787-e013-4c66-a661-0965c8a788ae		Demi Eslava	1577275									wild			detected						multicellular organism			Acmispon argophyllus argenteus	A								Plantae	kingdom	Acmispon argophyllus argenteus		
